报告年份,原始文件,年度文件内行号,段内对齐序号,全局对齐序号,中文,英文,中文句数,英文句数,对齐类型,对齐成本,中文字符数,英文词数,英中长度比例,是否需要人工复核,问题类型,清洗说明,原始中文,原始英文,中文清洗动作,英文清洗动作
2026,03_report_2026.csv,27,2,113,《纲要（草案）》着眼增强国内大循环内生动力和可靠性，坚持惠民生和促消费、投资于物和投资于人紧密结合，大力提振消费，促进居民消费率明显提高，扩大有效投资。着眼充分释放我国超大规模市场红利，纵深推进全国统一大市场建设，破除地方保护和市场分割。,"To enhance the internal momentum of the domestic economy and ensure its reliable performance, the draft Outline highlights the need to improve living standards and increase consumer spending and the need to invest in both physical assets and people, so as to boost consumption, realize a notable increase in household consumption as a share of GDP, and expand effective investment. To fully leverage the strengths of our enormous market, we must further develop a unified national market and eliminate local protectionism and market segmentation.",2,2,2-2,0.3332,119,84,0.7059,False,,无需自动清洗 | 无需自动清洗,《纲要（草案）》着眼增强国内大循环内生动力和可靠性，坚持惠民生和促消费、投资于物和投资于人紧密结合，大力提振消费，促进居民消费率明显提高，扩大有效投资。着眼充分释放我国超大规模市场红利，纵深推进全国统一大市场建设，破除地方保护和市场分割。,"To enhance the internal momentum of the domestic economy and ensure its reliable performance, the draft Outline highlights the need to improve living standards and increase consumer spending and the need to invest in both physical assets and people, so as to boost consumption, realize a notable increase in household consumption as a share of GDP, and expand effective investment. To fully leverage the strengths of our enormous market, we must further develop a unified national market and eliminate local protectionism and market segmentation.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,27,3,114,着眼增强高质量发展动力，充分激发各类经营主体活力，加快完善要素市场化配置体制机制。,"To generate greater momentum for high-quality development, we must energize all market entities and move faster to improve the institutions and mechanisms for market-based allocation of production factors.",1,1,1-1,0.0002,41,28,0.6829,False,,无需自动清洗 | 无需自动清洗,着眼增强高质量发展动力，充分激发各类经营主体活力，加快完善要素市场化配置体制机制。,"To generate greater momentum for high-quality development, we must energize all market entities and move faster to improve the institutions and mechanisms for market-based allocation of production factors.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,27,4,115,着眼畅通国内国际双循环，统筹用好全球要素和市场资源。,"To promote unimpeded domestic and international economic flows, we must better coordinate the use of global production factors and market resources.",1,1,1-1,0.168,26,21,0.8077,False,,无需自动清洗 | 无需自动清洗,着眼畅通国内国际双循环，统筹用好全球要素和市场资源。,"To promote unimpeded domestic and international economic flows, we must better coordinate the use of global production factors and market resources.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,28,1,116,三是突出推进全体人民共同富裕。中国式现代化是全体人民共同富裕的现代化。,3) Advancing common prosperity for all Chinese modernization is characterized by common prosperity for all.,2,1,2-1,0.5555,35,14,0.4,False,,无需自动清洗 | 无需自动清洗,三是突出推进全体人民共同富裕。中国式现代化是全体人民共同富裕的现代化。,3) Advancing common prosperity for all Chinese modernization is characterized by common prosperity for all.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,28,2,117,《纲要（草案）》着眼人口高质量发展，建设生育友好型社会，健全人口服务体系；,"To promote high-quality population development, the draft Outline proposes the following tasks: building a childbirth-friendly society and improving population services;",1,1,1-1,0.1044,37,20,0.5405,False,,无需自动清洗 | 无需自动清洗,《纲要（草案）》着眼人口高质量发展，建设生育友好型社会，健全人口服务体系；,"To promote high-quality population development, the draft Outline proposes the following tasks: building a childbirth-friendly society and improving population services;",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,28,3,118,办好人民满意的教育，劳动年龄人口平均受教育年限提高到11.7年；,developing education that meets the people's expectations and raising the average years of schooling among the working-age population to 11.7;,1,1,1-1,0.0105,32,19,0.5938,False,,无需自动清洗 | 无需自动清洗,办好人民满意的教育，劳动年龄人口平均受教育年限提高到11.7年；,developing education that meets the people's expectations and raising the average years of schooling among the working-age population to 11.7;,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,28,4,119,加快建设健康中国和体育强国，人均预期寿命提高到80岁；,moving faster to both advance the Healthy China Initiative and build a country strong in sports and raising life expectancy to 80 years;,1,1,1-1,0.306,27,22,0.8148,False,,无需自动清洗 | 无需自动清洗,加快建设健康中国和体育强国，人均预期寿命提高到80岁；,moving faster to both advance the Healthy China Initiative and build a country strong in sports and raising life expectancy to 80 years;,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,28,5,120,积极应对人口老龄化，养老机构护理型床位占比提高到73%；,proactively responding to population aging and increasing the share of nursing beds in elderly care facilities to 73 percent;,1,1,1-1,0.069,28,18,0.6429,False,,无需自动清洗 | 无需自动清洗,积极应对人口老龄化，养老机构护理型床位占比提高到73%；,proactively responding to population aging and increasing the share of nursing beds in elderly care facilities to 73 percent;,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,28,6,121,促进高质量充分就业，完善收入分配制度，健全社会保障体系。,"and promoting high-quality full employment, improving the income distribution system, and refining the social security system.",1,1,1-1,0.0488,28,16,0.5714,False,,无需自动清洗 | 无需自动清洗,促进高质量充分就业，完善收入分配制度，健全社会保障体系。,"and promoting high-quality full employment, improving the income distribution system, and refining the social security system.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,28,7,122,着眼缩小区域差距和城乡差别，加快农业农村现代化，持续巩固拓展脱贫攻坚成果，优化重大生产力布局，深入推进以人为本的新型城镇化。,"To narrow disparities between urban and rural areas and between regions, we must accelerate the pace of agricultural and rural modernization, continue to consolidate and expand our poverty alleviation gains, improve the distribution of major productive forces, and promote people-centered new urbanization.",1,1,1-1,0.1214,62,42,0.6774,False,,无需自动清洗 | 无需自动清洗,着眼缩小区域差距和城乡差别，加快农业农村现代化，持续巩固拓展脱贫攻坚成果，优化重大生产力布局，深入推进以人为本的新型城镇化。,"To narrow disparities between urban and rural areas and between regions, we must accelerate the pace of agricultural and rural modernization, continue to consolidate and expand our poverty alleviation gains, improve the distribution of major productive forces, and promote people-centered new urbanization.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,28,8,123,着眼促进人民精神生活共同富裕，弘扬和践行社会主义核心价值观，大力繁荣文化事业，加快发展文化产业，提升中华文明传播力影响力。,"To ensure a rich cultural life for all, we must promote and practice the core socialist values, boost cultural programs, accelerate the development of cultural industries, and extend the reach and appeal of Chinese civilization.",1,1,1-1,0.0447,61,35,0.5738,False,,无需自动清洗 | 无需自动清洗,着眼促进人民精神生活共同富裕，弘扬和践行社会主义核心价值观，大力繁荣文化事业，加快发展文化产业，提升中华文明传播力影响力。,"To ensure a rich cultural life for all, we must promote and practice the core socialist values, boost cultural programs, accelerate the development of cultural industries, and extend the reach and appeal of Chinese civilization.",无需自动清洗,无需自动清洗
